"Name","Classification","Homepage","SocialMedia","Locality","Lat","Lng","Address","Country","Description","SupportRequest","SupportOffer","Hotline","Tags","Notes","ListingSource","ListingSourceId","ListingSourceUpdated"
"Duke Mutual Aid","FacebookMutualAid","https://www.facebook.com/groups/220471129333286/","https://www.facebook.com/groups/220471129333286/","Durham, NC",,,,"USA","","https://docs.google.com/forms/d/1XbbkH6BPzV6ANtZZqqyGQZeaVtAlFcZVO0i7cnKRb9c/viewform?","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"COVID-19 Resource Spreadsheet","","https://docs.google.com/spreadsheets/d/19ulf0RqGhtTijdL3urOq5DLSlXQ7YbuXWTTuGuK3MUo/edit?fbclid=IwAR1HvKMli_9j5XjkBjguiPgPeaRbsDfaGaBe_Wsx65-SHybWDzj-TEuRmOU#gid=0","","Greensboro, NC",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Surry County Mutual Aid","FacebookMutualAid","https://www.facebook.com/SurryCountyMutualAid/","https://www.facebook.com/SurryCountyMutualAid/","Mount Airy, NC",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Winston-Salem Mutual Aid","","https://mailchi.mp/a5c83f43929c/winstonaid","","Winston-Salem, NC",,,,"USA","","https://forms.gle/DY7X3mAmugC4kQya9","https://forms.gle/aywLSarY77vRAoyw8","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Caremongering Pittsboro","FacebookMutualAid","https://www.facebook.com/groups/501891593829090/?ref=share","https://www.facebook.com/groups/501891593829090/?ref=share","Pittsboro, NC",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Davidson Mutual Aid","","https://docs.google.com/document/d/16T3I8-NpBM7A4FEvP-W6tw9PDdD31ON6hu0IAu0mUK0/edit","","Davidson, NC",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Hendersonville Mutual Aid","","https://docs.google.com/forms/d/e/1FAIpQLSfIezktdFHeKId2noDYJGnpIzh280F1P2c0lymYw1NXBlcCTQ/viewform?vc=0&c=0&w=1","","Hendersonville, NC",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Co-operate WNC","","https://www.co-operatewnc.org","https://www.facebook.com/Gadugi13/?__tn__=%2Cd%2CP-R&eid=ARDi2zJiw4TA8YKYR6cVe-ZlwEA2XL-grSAb0XIY6urt9Dg7Ma4NHpIS3B2Xam1scX-3KZ5Ik1Q8YaMQ","Asheville, NC",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"The Dandelion Network","","https://thedandelionnetwork.org/","https://www.facebook.com/thedandelionnetwork/","Lincoln, NE",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Omaha/Lincoln Mutual Aid","FacebookMutualAid","https://www.facebook.com/groups/668793277205015/","https://www.facebook.com/groups/668793277205015/","Omaha, NE",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Midtown Mutual Aid Network","FacebookMutualAid","https://www.facebook.com/GiffordPark/posts/10157701179346418","https://www.facebook.com/GiffordPark/posts/10157701179346418","Omaha, NE",,,,"USA","","https://docs.google.com/forms/d/1LOyWcx-uq3y3G9B97Z3rWwpBsvyihRG-ELu1oMR9Pw4/viewform?edit_requested=true&fbclid=IwAR1VKztqNFZcL9vuA5NiMKXZ6mY0A6r7zj2Qptu_Vwxy6os3ecwAvZc8x_c","https://docs.google.com/forms/d/1yNTv6Cu1JOS57z8HxIPx5jKzf7mw6G5Ddd8aQHHydqs/viewform?edit_requested=true&fbclid=IwAR0OE1fLcEtd6aHqva2h_I2WNgdn6SML8JrKfCbxp1u6W4iffC5hiOdG78g","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Upper Morningside Mutual Aid Network","","https://docs.google.com/document/d/1NFyI6WDaVLi-FVBrJ-XHNhJllfM66QnSIDUsg5BKlTM/edit","","Morningside Heights, New York, New York",,,,"USA","","","https://docs.google.com/forms/d/e/1FAIpQLScARzOBnJFBXlPb0raURQslKKOJo9wldvFNecLNoH8ZMSAwCQ/viewform","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Capital City Mutual Aid Network","","https://docs.google.com/spreadsheets/d/18GciUxFymwlQYvhdUHQIAX-wbaKe2WrYFZTW8ka0svg/edit#gid=1637151619","","Concord, NH",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Manchester NH Mutual Aid Network","","https://docs.google.com/spreadsheets/d/1nsTIfaqbvnq_7d1mUei_8JJNULiWpmmcfk9kTa-gGGI/htmlview?fbclid=IwAR3eJDFJ9g52ODmKLZrf-4uekQTbdkMc5dklpqjPPiKAVUPg2aukPLHqd-Q#","","Manchester, NH",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Seacoast Mutual Aid","","https://docs.google.com/spreadsheets/d/11k8bJ3ipHBWEJFHTlLeHsUAAqVXkjJ0AQeOTfa9zkNQ/edit?fbclid=IwAR0t0zCU1gm5h-0k4u8Ev4PyvMC4UjNPVkNhtf13Qeu9qT__9K6t8Fkm9lQ#gid=1430464348","","Rockingham County, NH",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"COVID-19 Mutual Aid Chain (Morris County, NJ)","","https://docs.google.com/forms/d/e/1FAIpQLSesZKyRbQPcSYoAMOYSVRWd_gw0q_FVyuq1vpmvJr09QeEpmA/viewform","","Morristown, NJ",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"North Jersey Mutual Aid Resources","","https://docs.google.com/forms/d/e/1FAIpQLSf0cqFpnzSuvbDxpgdG4Cs7l96xuOTqI8ydtFl_t-iO6A08NQ/viewform","https://www.facebook.com/groups/349149839305990/","Paterson, NJ",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Emergency Food Delivery Volunteers (Southern NJ)","","https://docs.google.com/forms/d/e/1FAIpQLSdUTAWBd4f6XvZBgiS427DtGs7_vOuXWbBFVHtYSqMGa-yAYw/viewform?fbclid=IwAR32ZodUPu5yHUOjQoIHL5FxsB9_nR3FrUafbjQjHCWc4DhmCcUWB2jyO-Q&fbzx=-5100045008882770406","","Vineland, NJ",,,,"USA","","https://docs.google.com/forms/d/e/1FAIpQLSdUTAWBd4f6XvZBgiS427DtGs7_vOuXWbBFVHtYSqMGa-yAYw/viewform?fbclid=IwAR32ZodUPu5yHUOjQoIHL5FxsB9_nR3FrUafbjQjHCWc4DhmCcUWB2jyO-Q&fbzx=-5100045008882770406","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Mutual Morris","FacebookMutualAid","https://www.facebook.com/MutualMorris/","https://www.facebook.com/MutualMorris/","Morristown, NJ",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Garfield Neighbor Network","FacebookMutualAid","https://facebook.com/groups/536934810298819?ref=m_notif&notif_t=feedback_reaction_generic","https://facebook.com/groups/536934810298819?ref=m_notif&notif_t=feedback_reaction_generic","Garfield, NJ",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Albuquerque, What do you need?","","https://docs.google.com/forms/d/e/1FAIpQLSeGo_Doo8bczJ1L0F7RKU76eTTUaqqbdljGtVMM1H08_JKqCQ/viewform?fbclid=IwAR3F9-CJ9hkLCbFxZinlGkLkMQoJ61NaWWg_Q36FIBPbyDsSxdesDoxCeWA","","Albuquerque, NM",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"CentralNMCovid19CommunityKrewe","","https://docs.google.com/document/d/1F-RV8HBIdI0miD7y4nFhUmpzLJyTmytJTi92xrUrUAk/mobilebasic?fbclid=IwAR1oWyk7GLMLQjD2gnOIOq0QR7Xfz5pQ92pWZpqiWae6pNJxw-nEUKovTMw","","Albuquerque, NM",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Albuquerque Mutual Aid","","https://docs.google.com/forms/d/e/1FAIpQLSdyWujg0aif-NtV-KdngGCR9-QBIzl59OvBzX74Lczdoo-1OQ/viewform","","Albuquerque, NM",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Fight For Our Lives Albuquerque Mutual Aid","","http://www.ffol.org/mutualaid.html","","Albuquerque, NM",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"New Mexico / Albuquerque: Help Needed in Albuquerque COVID-19","FacebookMutualAid","https://www.facebook.com/groups/247465889623611/?ref=share","https://www.facebook.com/groups/247465889623611/?ref=share","Albuquerque, NM",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Santa Fe COVID-19 Mutual Aid Form","","https://docs.google.com/forms/d/e/1FAIpQLSc2k_Dci4goeRAG13VyXCOI4xgS-43IzEXsAFHvlcX-P3A58w/viewform","","Santa Fe, NM",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"New Mexico / Santa Fe: Community Resources during Covid-19","","https://docs.google.com/document/d/1Wtf64PfU2geObOMyO3EvTl4suGm-Ldgy/edit#","","Santa Fe, NM",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"COVID-19 Community Resources & Links - New Mexico","","https://docs.google.com/document/d/1Wtf64PfU2geObOMyO3EvTl4suGm-Ldgy/edit#","","NM",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"COVID 19 RESOURCES_Southwest Focus","","https://docs.google.com/document/d/1bmcT0lgsLsG-qC4ZRx_Hmh7X4YUzv8V37J1s93V3vIo/edit","","NM",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Help Needed in Albuquerque COVID-19","FacebookMutualAid","https://www.facebook.com/groups/247465889623611/?multi_permalinks=247582216278645&notif_id=1584646671177003&notif_t=feedback_reaction_generic","https://www.facebook.com/groups/247465889623611/?multi_permalinks=247582216278645&notif_id=1584646671177003&notif_t=feedback_reaction_generic","Albuquerque, NM",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Tewa Women United COVID-19 Community Resources","","http://tewawomenunited.org/covid19-community-resources/","","NM",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"COVID-19 Trans/Queer Relief Form","","https://docs.google.com/forms/d/e/1FAIpQLSfO1Ws5YgKFMXKu9CSh_WUVCznssExW6bnJpom5JsP24XwCLQ/viewform","","NM",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"DPBC COVID-19 Ways to Help, Ways to Get Help","","https://docs.google.com/document/d/1tsoapH-oS5wqYXBFj-SyMh1ZvOOKeSol4993HboYrFo/edit","","NM",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Santa Fe Mutual Aid Network","","https://docs.google.com/forms/d/e/1FAIpQLSc2k_Dci4goeRAG13VyXCOI4xgS-43IzEXsAFHvlcX-P3A58w/viewform","","Santa Fe, NM",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Nevada / Las Vegas: Las Vegas DSA COVID-19 Mutual Aid Form","","https://docs.google.com/forms/d/e/1FAIpQLSeTcriSCf7XcSEC21ayAZmoytmrOkD7zB92z_d5UuTAynWo0g/viewform","","Las Vegas, NV",,,,"USA","","","https://docs.google.com/forms/d/e/1FAIpQLSeTcriSCf7XcSEC21ayAZmoytmrOkD7zB92z_d5UuTAynWo0g/viewform","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Nevada / Las Vegas: Las Vegas DSA COVID-19 Mutual Aid Form (Español)","","https://docs.google.com/forms/d/e/1FAIpQLSeTcriSCf7XcSEC21ayAZmoytmrOkD7zB92z_d5UuTAynWo0g/viewform","","Las Vegas, NV",,,,"USA","","","https://docs.google.com/forms/d/e/1FAIpQLSeTcriSCf7XcSEC21ayAZmoytmrOkD7zB92z_d5UuTAynWo0g/viewform","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"LVDSA Covid-19 Mutual Aid","","https://docs.google.com/forms/d/e/1FAIpQLSeTcriSCf7XcSEC21ayAZmoytmrOkD7zB92z_d5UuTAynWo0g/viewform","","Las Vegas, NV",,,,"USA","","","https://docs.google.com/forms/d/e/1FAIpQLSeTcriSCf7XcSEC21ayAZmoytmrOkD7zB92z_d5UuTAynWo0g/viewform","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Washoe County Mutual Aid Solidarity Network","","https://twitter.com/WashoeCoMASN","https://twitter.com/WashoeCoMASN","Reno, NV",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Reno/Sparks Mutual Aid","FacebookMutualAid","https://www.facebook.com/groups/186246196158115/","https://www.facebook.com/groups/186246196158115/","Reno, NV",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"New York / Albany: Mutual Aid South End Albany--Social Distance in Solidarity","","https://docs.google.com/spreadsheets/d/1fLIO2jT-tlZU5C9X1FNl9LGXW9tj1w00frWTtOK-dL4/edit#gid=0","","Albany, NY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Capital Region Corona Support","","https://docs.google.com/spreadsheets/d/13UBm4YpvppqWqxrYHIn51dH8DtwCL3tIcaPgMv7GBts/edit#gid=613350993","","Albany, NY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Astoria Mutual Aid Network","","https://www.astoriamutualaid.com/","","Astoria, NY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Auburn support local businesses and Community positivity group","FacebookMutualAid","https://www.facebook.com/groups/1052881391751558/","","Auburn, NY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Mutual Aid Beacon","","http://www.beaconmutualaid.com/","https://facebook.com/groups/200367384605789","Beacon, NY",,,,"USA","","https://docs.google.com/forms/d/e/1FAIpQLSfG9js7cpzZ7rOIeANJVs94M9K5GsnPzs-xECUHW_LqszscTw/viewform","https://docs.google.com/forms/d/e/1FAIpQLScFO6dzjRb_5dc72tTMET__hAFLCGefUhKGY38joruKhED50g/viewform","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Bronx Mutual Aid Network","","https://docs.google.com/spreadsheets/d/1EXAgeHCNMahBiqrO-cbpjP_CzeE0wyouzZbz1nCXMQk/edit#gid=1975280849","","Bronx, NY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Mutual Aid Crown Heights","FacebookMutualAid","https://www.facebook.com/groups/496603171016990/","https://www.facebook.com/groups/496603171016990/","Crown Heights, Brooklyn, NY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Bedstuy Strong","","https://bedstuystrong.com/","","Brooklyn, NY",,,,"USA","","https://airtable.com/shrMH3m4eq8RDPhxf","https://www.notion.so/Bed-Stuy-Strong-0023fbdcae3c4beab4ef5fccd11d8902","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Buffalo Mutual Aid Network","","https://docs.google.com/document/d/1VpoJr-0FA2Ud7WMalcEDqoKGKaYlAxhVdamUJddj7Bg/edit?","https://www.facebook.com/groups/740052889874229/?ref=br_rs","Buffalo, NY",,,,"USA","","https://docs.google.com/forms/d/e/1FAIpQLSesNcKjEXtf-TInq2oQzh4JpGfk6dbkdwrVjkHnbCm0_tM_XA/viewform","https://docs.google.com/forms/d/e/1FAIpQLSc0Ytm83OuVLzi6oOa4o6dEvjhitk4rqfB9bb1YEBLLwYesng/viewform","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"PUSH Buffalo","","https://www.pushbuffalo.org/coronavirus/covid-19-mutual-aid/","","Buffalo, NY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Community Care Planning: Main Hub","FacebookMutualAid","https://www.facebook.com/groups/217429229632468/217783732930351/","","Chatham, NY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Welcome to Mutual Aid Geneseo / Groveland (MAGG)","","https://docs.google.com/document/d/1JE2LA-SHAz1w4SVQVMNuftMM5p3UhK3HvaR38WX-RnE/","","Geneseo, NY",,,,"USA","","","https://docs.google.com/forms/d/e/1FAIpQLSfTppqmGw63_V_doqLM0sReE6xm0CxAgHMl6HcRZRwvQNJ5SQ/viewform","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Nassau DSA Covid-19 Mutual Aid","","https://docs.google.com/forms/d/15GHo2QWdoAd9RMqGChTpOIJbisLw0eNsXWJQ--_80gk/viewform?","","Hempstead, NY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"New York / Ithaca: Cornell University COVID Shutdown Housing Resources","","https://docs.google.com/spreadsheets/d/1jWoDRMvJI_HxjO_iEUffwTUlR3z3uhvzpgQbK24Il1U/htmlview#gid=0","","Ithaca, NY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Tompkins COVID-19 Mutual Aid Response","FacebookMutualAid","https://www.facebook.com/groups/209042093515340/?ref=share","https://www.facebook.com/groups/209042093515340/?ref=share","Ithaca, NY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Kingston NY Mutual Aid","FacebookMutualAid","https://www.facebook.com/groups/195204068593679/","","Kingston, NY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Kingston COVID-19 Volunteer Response Team","","https://docs.google.com/forms/d/e/1FAIpQLSfe2DFUBwtNF3kmTb52_dWjhhEOlqFIpp8kkA4VQpqRFlhjoA/viewform","","Kingston, NY",,,,"USA","","","https://docs.google.com/forms/d/e/1FAIpQLSfe2DFUBwtNF3kmTb52_dWjhhEOlqFIpp8kkA4VQpqRFlhjoA/viewform","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Long Island Coronavirus Action Network","FacebookMutualAid","https://www.facebook.com/groups/lican516631/","https://www.facebook.com/groups/lican516631/","Long Island, NY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Community Solidarity","","https://communitysolidarity.org/","","Long Island, NY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"New Rochelle Community Support","FacebookMutualAid","https://www.facebook.com/groups/3024165470968117/?hc_location=group","","New Rochelle, NY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"CUNY Mutual Aid","","https://bit.ly/cunyaid","","New York, NY",,,,"USA","","https://forms.gle/TMCDhn3pjjwintQHA","https://bit.ly/cunyaid","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"NYC United Against Coronavirus - Resources and Information","","https://docs.google.com/document/d/18WYGoVlJuXYc3QFN1RABnARZlwDG3aLQsnNokl1KhZQ/preview","","NYC, NY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Invisible Hands Deliver","","https://www.invisiblehandsdeliver.com/","","Brooklyn/Manhattan/Jersey City/Astoria, NYC, NY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Bushwick Mutual Aid - Coronavirus","FacebookMutualAid","https://www.facebook.com/groups/691761548028851/","https://www.facebook.com/groups/691761548028851/","Bushwick, NYC, NY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Carroll Gardens Mutual Aid - Coronavirus","FacebookMutualAid","https://www.facebook.com/groups/208815540435346/","https://www.facebook.com/groups/208815540435346/","Carroll Gardens, NYC, NY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Ditmas Park/Flatbush/Prospect Park South Coronavirus Neighborhood Hel","","https://docs.google.com/document/d/1lQLOgWQXkno9ATaTMj1vJ0OKM9nAKa9ToUI6HHM3rAo/edit","https://www.facebook.com/groups/2775890899146167/","Ditmas Park/Flatbush/Prospect Park, NYC, NY",,,,"USA","","","https://bit.ly/2U3Spna","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Kensington, Brooklyn, Group for Mutual Aid (Coronavirus)","FacebookMutualAid","https://www.facebook.com/groups/884513918671186/","https://www.facebook.com/groups/884513918671186/","Kensington, NYC, NY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"North Brooklyn Mutual Aid","","https://docs.google.com/spreadsheets/d/1knA71oKmslwEMjTfF7xIz6ewfIfuuQYB3t6FUh1W8gg/edit#gid=0","","North Brooklyn, NYC, NY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Mutual Aid NYC","","https://docs.google.com/document/d/1aevxXYQgeP-uJa0eSI0YYIJKZBNkn-6Rjy_fY7zpRLo/edit","","NYC, NY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Red Hook Coronavirus Community Cooperative Committee","","https://docs.google.com/forms/d/e/1FAIpQLSfn5N5N6Wzu-zVG5nyPNs5wOgGjHj-y_EA4VoT4J74yQ2p6ag/viewform?fbclid=IwAR0OZJK8jmNSOF8tJf2HHkq22geATl2icixr0G6EvVexchgpWmMM3x7JQ74","","Red Hook, NYC, NY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"South Brooklyn Community - COVID-19 Neighborhood Volunteers","","https://docs.google.com/spreadsheets/d/1RduJEBqZFa9jXgDZskga06cH52mDR87yoNdXIajLOsU/edit?ts=5e6bbc0a#gid=1419997113","","South Brooklyn, NYC, NY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"All Brooklyn - Coronavirus Neighborhood Help","","https://docs.google.com/forms/d/e/1FAIpQLSfRs_9b5T3jM7jU-OlAoU1VVg1M5SxSIAIG87E7sLAwUbuCfg/viewform","","NYC, NY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Capital District of NY COVID-19 Mutual Aid","","https://docs.google.com/forms/d/e/1FAIpQLSeT19CQCnINTwWj4_cZRKMFi4gW5NdDZYOx3I2OsuhYMcPPmw/viewform#518MutualAid","https://www.facebook.com/groups/209973416755110/?","NYC, NY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"LIC COVID-19 Support","","https://drive.google.com/file/d/1FYQ4r_moSkZ8w0wQi0uDTGDboX30MW-f/view","","Long Island City, NYC, NY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Red Hook Mutual Aid","","https://docs.google.com/forms/d/e/1FAIpQLSdg6xAdsLeK3oDq2ATxy9wWLXB_BXDKdW1YFA6xuMVqlce20Q/viewform","https://www.facebook.com/RedHookMA/?","Red Hook, NYC, NY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"COVID 19 North Country Neighbors Helping Neighbors","FacebookMutualAid","https://www.facebook.com/groups/539812396667366/","","Plattsburgh, NY",,,,"USA","","https://docs.google.com/forms/d/e/1FAIpQLSfnqN_S0R75zyJSMZ9F-2yLw4r_qF2OcY8pd2TfUmv6ETsSIA/viewform","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Hudson Valley Mutual Aid Network","","https://docs.google.com/document/d/104kvih5tO84zfnqMtwrmFgkOcE_0MBe5mwrElY19T-8/edit","https://www.facebook.com/groups/hvmutualaidnetwork/","Poughkeepsie, NY",,,,"USA","","https://docs.google.com/forms/d/e/1FAIpQLSdaT8zQioNQyiFHliY2qR8mnDxZ5zcLBou3NN__-wm1wLA7fA/viewform","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Dutchess Orange Community Strong","","https://www.uwdor.org/covid19-communityresources","https://www.facebook.com/groups/docommunitystrongresources/","Poughkeepsie, NY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Queens Mutual Aid Network","","https://docs.google.com/spreadsheets/d/1wNNGfygBEQL3GiuNoonFk-jznd0VIrmXVBloytaK1gc/edit#gid=1975280849","","Queens, NY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Ridgewood Mutual Aid Network","","https://docs.google.com/forms/d/e/1FAIpQLScMvBdL54fMmQF8CL06tDXeNjdLNZuykK72In97L9LbBgsB0A/viewform","","Ridgewood, Queens, NY",,,,"USA","","","https://docs.google.com/forms/d/e/1FAIpQLScMvBdL54fMmQF8CL06tDXeNjdLNZuykK72In97L9LbBgsB0A/viewform","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Project Resilience","","https://forms.office.com/Pages/ResponsePage.aspx?id=0WrrnsA12ESOi_DlxEyioxtynIO7HpVFvTmeMHlXhMlUOENDNTlWUzkwQ0dORjM3QUlMSVRBVE41MiQlQCN0PWcu","","Rochester, NY",,,,"USA","","https://forms.office.com/Pages/ResponsePage.aspx?id=0WrrnsA12ESOi_DlxEyioxtynIO7HpVFvTmeMHlXhMlUOENDNTlWUzkwQ0dORjM3QUlMSVRBVE41MiQlQCN0PWcu","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Food Bank of Central New York","","https://foodbankcny.org/","","Syracuse, NY",,,,"USA","","","https://donatenow.networkforgood.org/foodbankcny2020coronavirus","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Westcott Mutual Aid","","https://docs.google.com/document/d/1B6uOeOhGlEK_EnSfXTijvFMfnObMWsxSgd6P0U2ycwk/edit","","Syracuse, NY",,,,"USA","","https://docs.google.com/forms/d/e/1FAIpQLScJ97nXqDEIvuNRcO91h06H0tAcNv53NPCEak1OISo_ioVQ1w/viewform","https://docs.google.com/forms/d/e/1FAIpQLSfNeRctBJ33LgcwEuYm0KdCBpOXuWgRJ_scnBRQZ9KleH-NQg/viewform","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Troy Mutual Aid Society 2020","FacebookMutualAid","https://www.facebook.com/groups/220879635954876/","","Troy, NY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Watertown/Ft Drum Area COVID-19 Community Support","FacebookMutualAid","https://www.facebook.com/groups/870250380103693/","","Watertown, NY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"NYC COVID Care Network","","https://www.nyccovidcare.org/","","New York City, NY",,,,"USA","","https://www.nyccovidcare.org/request","https://www.nyccovidcare.org/offer","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Manhattan Mutual Aid Network - FAM","","https://docs.google.com/spreadsheets/d/1fdiNMLxiwF2cj3tjjn0iZ_8W7kpiKVL_SX3UjRte1-8/edit#gid=1975280849","","Manhattan, NY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Staten Island Mutual Aid Network","","https://docs.google.com/spreadsheets/d/1Y1F8DokDKTSyCfZLimAFXeJgq6jLiPtcTp_oMtV1IlY/edit#gid=1975280849","","Staten Island, NY",,,,"USA","","","","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
"Sunnyside/Woodside Mutual Aid - Coronavirus","FacebookMutualAid","https://www.facebook.com/groups/sunnysidemutualaid/","https://www.facebook.com/groups/sunnysidemutualaid/","Sunnyside, NY",,,,"USA","","bit.ly/SunnysideAid","bit.ly/SunnysideVolunteer","","","","NA_Mutual_Aid_Networks.csv",,"2020-04-01"
